Zip,Median,Pop,Zipcode
67122,"39,016",221,67122
67123,"66,893",741,67123
67124,"42,747","8,203",67124
67127,"34,897",701,67127
67131,"49,464",258,67131
67132,"54,744",410,67132
67133,"69,991","6,379",67133
67134,"54,855",420,67134
67135,"55,456","3,493",67135
67137,"40,574",634,67137
67138,"37,547",397,67138
67140,"45,603",802,67140
67142,"44,434",445,67142
67143,"36,313",58,67143
67144,"67,514","2,716",67144
67146,"49,806","1,830",67146
67147,"56,962","9,908",67147
67149,"66,436",988,67149
67150,"41,897",12,67150
67151,"52,574",479,67151
67152,"43,774","9,541",67152
67154,"64,529","1,510",67154
67155,"35,033",166,67155
67156,"41,661","15,269",67156
67159,"41,909",169,67159
67202,"24,683","1,393",67202
67203,"38,258","31,287",67203
67204,"44,898","21,194",67204
67205,"89,309","16,811",67205
67206,"69,669","15,186",67206
67207,"50,158","26,978",67207
67208,"44,719","18,161",67208
67209,"62,568","13,654",67209
67210,"39,763","10,339",67210
67211,"31,748","20,644",67211
67212,"58,405","44,707",67212
67213,"31,731","21,368",67213
67214,"24,284","16,542",67214
67215,"78,002","5,708",67215
67216,"35,787","24,041",67216
67217,"40,973","30,186",67217
67218,"36,752","22,772",67218
67219,"44,466","12,121",67219
67220,"56,155","14,214",67220
67223,"80,723",513,67223
67226,"76,234","17,757",67226
67227,"78,012",344,67227
67228,"93,230","2,033",67228
67230,"112,227","9,959",67230
67232,"70,549",298,67232
67235,"92,609","11,446",67235
67301,"44,788","13,556",67301
67330,"47,233","1,535",67330
67332,"48,333",207,67332
67333,"44,168","3,089",67333
67334,"35,848",104,67334
67335,"35,858","3,671",67335
67336,"31,264","1,683",67336
67337,"36,964","13,493",67337
67340,"53,667",355,67340
67341,"47,059",373,67341
67342,"48,333",969,67342
67344,"46,189",877,67344
67345,"33,455",161,67345
67346,"33,822",372,67346
67347,"50,607",431,67347
67349,"33,455","1,034",67349
67351,"53,367",391,67351
67352,"33,491",593,67352
67353,"33,656",582,67353
67354,"47,275",825,67354
67355,"35,848",213,67355
67356,"39,468","2,834",67356
67357,"38,755","13,006",67357
67360,"35,848",409,67360
67361,"35,848","1,841",67361
67363,"48,226",78,67363
67364,"53,667",311,67364
67401,"47,360","51,499",67401
67410,"48,939","10,141",67410
67416,"58,134","1,146",67416
67417,"33,945",179,67417
67418,"41,415",246,67418
67420,"44,826","4,721",67420
67422,"51,565","1,366",67422
67423,"41,071",316,67423
67425,"59,821",689,67425
67427,"42,120",408,67427
67428,"52,297","1,465",67428
67430,"42,429",611,67430
67431,"51,282","2,471",67431
67432,"41,280","6,019",67432
67436,"48,138",636,67436
67437,"35,381","1,161",67437
67438,"41,154",300,67438
67439,"44,481","3,674",67439
67441,"48,493","1,115",67441
67442,"58,134",266,67442
67443,"52,450","1,794",67443
67444,"41,340",527,67444
67445,"38,206",680,67445
67446,"42,508",617,67446
67447,"50,973",320,67447
67448,"54,547","1,374",67448
67449,"39,471","3,351",67449
67450,"38,466",555,67450
67451,"47,350",948,67451
67452,"42,080",201,67452
67454,"38,194",563,67454
67455,"41,071","1,980",67455
67456,"53,306","4,736",67456
67457,"42,698",878,67457
67458,"50,441",261,67458
67459,"38,275",251,67459
67460,"54,060","15,168",67460
67464,"51,034","1,090",67464
67466,"35,784",774,67466
67467,"49,702","2,904",67467
67468,"50,313",307,67468
67470,"57,830",456,67470
67473,"34,797","1,728",67473
67474,"36,968",224,67474
67475,"41,724",283,67475
67478,"45,020",89,67478
67480,"46,396","1,805",67480
67481,"41,053",590,67481
67482,"51,890",99,67482
67483,"41,154",338,67483
67484,"51,414",891,67484
67485,"41,474",339,67485
67487,"50,690","1,422",67487
67490,"44,645","1,055",67490
67491,"51,557",399,67491
67492,"48,493",166,67492
67501,"34,577","27,212",67501
67502,"51,541","23,739",67502
67505,"33,017","2,457",67505
67510,"32,820",281,67510
67511,"45,166",318,67511
67512,"44,152",234,67512
67513,"40,521",93,67513
67514,"33,382",765,67514
67515,"48,047",63,67515
67516,"48,047",447,67516
67518,"47,797",69,67518
67519,"49,897",193,67519
67520,"38,437",415,67520
67521,"47,506",155,67521
67522,"50,266","2,049",67522
67523,"48,878",373,67523
67524,"42,584",630,67524
67525,"45,883","1,119",67525
67526,"45,714","2,759",67526
67529,"49,706",365,67529
67530,"43,849","19,699",67530
67543,"44,745","2,125",67543
67544,"44,943","3,216",67544
67545,"36,992",215,67545
67546,"53,066","2,597",67546
67547,"34,647","1,769",67547
67548,"38,098","1,467",67548
67550,"38,032","5,905",67550
67552,"49,907",720,67552
67553,"40,521",114,67553
67554,"42,552","4,334",67554
67556,"41,300",320,67556
67557,"41,835",723,67557
67559,"41,934",52,67559
67560,"47,445","1,740",67560
67561,"42,988","1,538",67561
67563,"49,988",371,67563
67564,"46,429",308,67564
67565,"39,750",429,67565
67566,"43,290",650,67566
67567,"46,281",526,67567
67568,"32,837",309,67568
67570,"49,894","1,338",67570
67572,"47,182",456,67572
67573,"44,152",170,67573
67574,"49,706",252,67574
67575,"40,797",465,67575
67576,"40,326","1,915",67576
67578,"36,992","1,405",67578
67579,"43,958","3,095",67579
67581,"32,636",416,67581
67583,"41,081","1,022",67583
67584,"46,649",269,67584
67601,"43,561","23,797",67601
67621,"45,474",393,67621
67622,"32,016",599,67622
67623,"34,797",270,67623
67625,"44,141",257,67625
67626,"39,750",145,67626
67628,"44,333",78,67628
67629,"32,904",143,67629
67631,"39,943",249,67631
67632,"39,178",207,67632
67634,"39,750",301,67634
67635,"39,876",169,67635
67637,"45,004","2,651",67637
67638,"44,333",230,67638
67639,"45,464",193,67639
67640,"41,131",505,67640
67642,"43,200","1,729",67642
67643,"35,357",195,67643
67644,"45,474",264,67644
67645,"33,215",546,67645
67646,"44,119",707,67646
67647,"44,667",256,67647
67648,"39,370",549,67648
67649,"39,200",297,67649
67650,"44,141",258,67650
67651,"34,941",485,67651
67653,"34,460",298,67653
67654,"32,016","4,362",67654
67656,"39,856",156,67656
67657,"42,829",429,67657
67658,"39,090",120,67658
67659,"44,141",154,67659
67660,"50,000",81,67660
67661,"43,968","3,483",67661
67663,"41,919","2,559",67663
67664,"44,163",305,67664
67665,"33,878","5,162",67665
67667,"45,433",204,67667
67671,"50,000","1,714",67671
67672,"39,712","2,359",67672
67673,"37,136",108,67673
67674,"50,000",55,67674
67701,"45,140","6,502",67701
67730,"39,797","1,612",67730
67731,"31,186",675,67731
67732,"49,572",543,67732
67733,"49,455",149,67733
67734,"48,433",182,67734
67735,"40,848","5,476",67735
67736,"39,379",228,67736
67737,"40,530",444,67737
67738,"41,606",520,67738
67739,"39,780",258,67739
67740,"42,910","1,724",67740
67741,"49,748",326,67741
67743,"48,269",158,67743
67744,"39,797",185,67744
67745,"39,048",322,67745
67747,"39,375",158,67747
67748,"40,414","2,544",67748
67749,"35,459","2,317",67749
67751,"45,175",259,67751
67752,"43,349","1,399",67752
67753,"50,017",530,67753
67756,"31,186","2,016",67756
67757,"50,487",482,67757
67758,"43,953","1,016",67758
67761,"42,703",249,67761
67762,"43,953",288,67762
67764,"40,691",345,67764
67801,"45,544","30,559",67801
67831,"37,931","1,117",67831
67834,"51,178",964,67834
67835,"49,782","2,954",67835
67836,"36,297",147,67836
67837,"50,314",903,67837
67838,519,9,67838
67839,"42,323","1,416",67839
67840,"37,931",103,67840
67841,"53,502",339,67841
67842,"51,367",427,67842
67843,"32,105",165,67843
67844,"45,210",894,67844
67846,"49,681","33,696",67846
67849,"41,127",380,67849
67850,"42,311",335,67850
67851,"56,367","2,691",67851
67853,"50,523",860,67853
67854,"41,127","1,407",67854
67855,"49,706","1,976",67855
67857,"23,154",111,67857
67859,"53,097",735,67859
67861,"44,288","1,962",67861
67862,"49,199",302,67862
67863,"46,065",305,67863
67864,"47,267","2,227",67864
67865,"39,820","1,081",67865
67867,"53,573","1,578",67867
67868,"56,385",198,67868
67869,"44,831","1,492",67869
67870,"46,187","1,765",67870
67871,"58,155","4,973",67871
67876,"51,854","1,156",67876
67877,"45,955","2,255",67877
67878,"36,318","2,436",67878
67879,"55,972","1,247",67879
67880,"56,176","7,815",67880
67882,"51,565",346,67882
67901,"43,879","22,073",67901
67950,"85,231","2,571",67950
67951,"50,711","4,981",67951
67952,"43,002",710,67952
67953,"42,273",144,67953
67954,"42,273",661,67954
68001,"50,722",123,68001
68002,"68,472","2,094",68002
68003,"55,690","3,878",68003
68004,"38,370",963,68004
68005,"53,242","23,481",68005
68007,"84,048","2,180",68007
68008,"61,070","11,015",68008
68010,"199,569",819,68010
68014,"50,722",333,68014
68015,"63,603","1,183",68015
68016,"73,219",412,68016
68017,"61,609","1,651",68017
68018,"62,835",507,68018
68019,"46,814",649,68019
68020,"39,530",892,68020
68022,"84,188","9,160",68022
68023,"69,723","2,416",68023
68025,"43,785","29,173",68025
68028,"82,539","5,058",68028
68029,"66,549",999,68029
68030,"51,042",908,68030
68031,"42,394","1,912",68031
68033,"66,491",403,68033
68034,"73,675",849,68034
68036,"52,069",415,68036
68037,"73,009","2,031",68037
68038,"39,483","1,559",68038
68039,"39,063","1,430",68039
68040,"59,450",350,68040
68041,"66,243",966,68041
68042,"66,607",122,68042
68044,"48,484",791,68044
68045,"47,294","2,019",68045
68046,"75,081","18,788",68046
68047,"39,169","1,836",68047
68048,"56,583","11,811",68048
68050,"58,822",723,68050
68055,"39,063",413,68055
68057,"42,394","1,760",68057
68058,"68,304",260,68058
68059,"74,353","2,932",68059
68061,"43,763","2,707",68061
68062,"39,015",329,68062
68063,"40,489",278,68063
68064,"52,463","3,356",68064
68065,"65,270","1,604",68065
68066,"53,755","5,056",68066
68067,"39,062","1,397",68067
68068,"68,472",126,68068
68069,"60,770","2,090",68069
68070,"58,822",811,68070
68071,"39,013","1,682",68071
68072,"40,489",58,68072
68073,"66,406","1,886",68073
68102,"29,563","4,810",68102
68104,"42,293","35,399",68104
68105,"33,458","24,213",68105
68106,"48,026","19,904",68106
68107,"37,280","26,658",68107
68108,"33,880","13,855",68108
68110,"27,125","9,033",68110
68111,"25,479","26,101",68111
68112,"43,199","12,115",68112
68113,"56,810","1,476",68113
68114,"48,126","17,214",68114
68116,"86,480","8,665",68116
68117,"50,002","7,970",68117
68118,"112,369","8,595",68118
68122,"64,110","5,592",68122
68123,"64,757","24,777",68123
68124,"62,404","16,051",68124
68127,"46,108","22,797",68127
68128,"58,189","11,797",68128
68130,"91,913","10,634",68130
68131,"25,933","13,139",68131
68132,"56,921","14,151",68132
68133,"84,796","5,082",68133
68134,"47,811","28,411",68134
68135,"106,937","13,402",68135
68136,"89,666","2,297",68136
68137,"66,433","24,981",68137
68138,"67,611","12,009",68138
68142,"65,749","1,425",68142
68144,"66,046","25,457",68144
68147,"50,652","9,639",68147
68152,"55,701","6,268",68152
68154,"76,406","23,458",68154
68157,"57,792","5,414",68157
68164,"67,354","25,113",68164
68178,"2,499","1,389",68178
68301,"58,779","1,282",68301
68303,"39,822",364,68303
68304,"68,140",333,68304
68305,"41,131","4,499",68305
68307,"59,615",562,68307
68309,"35,707",140,68309
68310,"40,716","14,992",68310
68313,"51,328",996,68313
68314,"61,099",362,68314
68315,"39,890",184,68315
68316,"53,496",553,68316
68317,"69,253","1,289",68317
68318,"37,807",607,68318
68319,"53,795",668,68319
68320,"43,971",434,68320
68321,"43,971",365,68321
68322,"40,144",511,68322
68323,"41,969",325,68323
68324,"62,125",180,68324
68325,"89,807",319,68325
68326,"39,890",311,68326
68327,"38,108",391,68327
68328,"60,810",477,68328
68329,"48,412",708,68329
68331,"60,283",834,68331
68332,"49,514",150,68332
68333,"43,435","7,509",68333
68335,"39,361",633,68335
68336,"77,618",555,68336
68337,"45,094",460,68337
68338,"48,433",364,68338
68339,"80,957",995,68339
68340,"39,890","1,163",68340
68341,"56,823","1,156",68341
68342,"49,757",626,68342
68343,"49,442","1,092",68343
68344,"62,125",476,68344
68345,"42,363",304,68345
68346,"53,907",551,68346
68347,"62,511","2,205",68347
68348,"34,722",274,68348
68349,"62,378","1,110",68349
68350,"48,433",247,68350
68351,"43,081","1,011",68351
68352,"39,602","5,637",68352
68354,"42,959","1,030",68354
68355,"32,116","5,662",68355
68357,"56,543",447,68357
68358,"67,229","1,327",68358
68359,"49,596","1,804",68359
68360,"61,099",488,68360
68361,"43,549","2,704",68361
68362,"37,976",53,68362
68364,"61,099",172,68364
68365,"43,587",281,68365
68366,"69,079","1,028",68366
68367,"54,309",555,68367
68368,"79,118",534,68368
68370,"38,033","2,160",68370
68371,"47,150","1,642",68371
68372,"69,342","2,124",68372
68375,"37,976",136,68375
68376,"45,179","1,580",68376
68377,"48,433",487,68377
68378,"44,013",669,68378
68379,"43,971",63,68379
68380,"41,969",102,68380
68381,"36,602",280,68381
68382,"54,643",39,68382
68401,"46,699",679,68401
68402,"82,843","1,128",68402
68403,"73,219",205,68403
68404,"78,791",808,68404
68405,"51,251","3,241",68405
68406,"43,473",515,68406
68407,"68,478",755,68407
68409,"63,218",833,68409
68410,"45,592","8,583",68410
68413,"62,217",532,68413
68414,"43,971",323,68414
68415,"60,810",730,68415
68416,"42,727",255,68416
68417,"44,936",335,68417
68418,"62,125",976,68418
68419,"69,342",250,68419
68420,"41,969","1,532",68420
68421,"43,971","1,140",68421
68422,"59,543",549,68422
68423,"54,099",943,68423
68424,"48,433",852,68424
68428,"82,095","1,193",68428
68430,"73,666","1,157",68430
68431,"40,833",435,68431
68433,"45,391",295,68433
68434,"57,367","8,181",68434
68436,"43,587",693,68436
68437,"40,833",380,68437
68438,"79,118",134,68438
68439,"61,099",527,68439
68440,"48,433",145,68440
68441,"41,969",280,68441
68442,"41,162",383,68442
68443,"49,514","1,038",68443
68444,"43,254",129,68444
68445,"49,025",191,68445
68446,"44,271","2,501",68446
68447,"41,663",498,68447
68448,"54,229",450,68448
68450,"36,697","2,375",68450
68452,"39,771",108,68452
68453,"48,456",376,68453
68454,"62,125",649,68454
68455,"62,586",728,68455
68456,"61,099","1,132",68456
68457,"40,766",435,68457
68458,"54,320",150,68458
68460,"52,951",925,68460
68461,"71,398",580,68461
68462,"75,294","3,047",68462
68463,"62,713","1,620",68463
68464,"49,025",561,68464
68465,"55,254","2,324",68465
68466,"36,990","2,115",68466
68467,"44,649","9,675",68467
68502,"44,509","26,587",68502
68503,"30,677","15,690",68503
68504,"33,559","14,455",68504
68505,"50,289","13,545",68505
68506,"53,174","27,318",68506
68507,"52,728","13,240",68507
68508,"16,578","13,175",68508
68510,"44,641","21,923",68510
68512,"67,512","8,108",68512
68514,"74,235",127,68514
68516,"75,649","32,717",68516
68517,"73,036",392,68517
68520,"116,482","1,157",68520
68521,"47,052","25,351",68521
68522,"59,405","8,001",68522
68523,"105,950","1,115",68523
68524,"47,319","4,793",68524
68526,"99,690","1,065",68526
68527,"71,915",616,68527
68528,"43,213","3,707",68528
68531,"77,319",56,68531
68532,"81,502",311,68532
68601,"49,607","26,987",68601
68620,"40,648","3,282",68620
68621,"44,660",503,68621
68622,"37,222",292,68622
68623,"41,610",339,68623
68624,"50,722","1,138",68624
68626,"48,605",720,68626
68627,"41,656",760,68627
68628,"50,929",852,68628
68629,"47,290","1,552",68629
68631,"49,828",521,68631
68632,"42,350","3,778",68632
68633,"43,450","1,359",68633
68634,"56,637",359,68634
68635,"48,388",597,68635
68636,"36,971","1,558",68636
68637,"37,222",317,68637
68638,"41,610","1,927",68638
68640,"42,666","1,628",68640
68641,"46,926","1,283",68641
68642,"50,007","1,890",68642
68643,"47,731","1,067",68643
68644,"49,996",913,68644
68647,"55,977",743,68647
68648,"58,908",444,68648
68649,"50,901","1,865",68649
68651,"47,362","1,508",68651
68652,"41,656",866,68652
68653,"55,208",816,68653
68654,"49,927",609,68654
68655,"41,656",189,68655
68658,"50,148",765,68658
68659,"53,750",227,68659
68660,"42,751","1,296",68660
68661,"48,537","6,765",68661
68662,"49,132","1,203",68662
68663,"49,626",856,68663
68664,"40,489",309,68664
68665,"40,753","1,017",68665
68666,"49,432","1,722",68666
68667,"48,388",104,68667
68669,"48,388",569,68669
68701,"46,109","30,582",68701
68710,"41,983",891,68710
68711,"42,821",200,68711
68713,"45,501","2,348",68713
68714,"39,159","1,400",68714
68715,"49,936","1,371",68715
68716,"40,085","1,121",68716
68717,"42,583",233,68717
68718,"37,660","2,022",68718
68719,"69,388",179,68719
68720,"37,245",439,68720
68722,"34,906",627,68722
68723,"43,859",614,68723
68724,"35,894",187,68724
68725,"42,821",614,68725
68726,"37,287",866,68726
68727,"42,583",874,68727
68728,"41,773",276,68728
68729,"34,504","1,990",68729
68730,"39,150","1,958",68730
68731,"49,519","2,538",68731
68732,"42,180",276,68732
68733,"44,509","1,434",68733
68734,"44,946",181,68734
68735,"41,638","1,106",68735
68736,"39,265",826,68736
68739,"39,672","3,193",68739
68740,"44,040",840,68740
68741,"51,042",736,68741
68742,"42,821",309,68742
68743,"51,042",685,68743
68745,"42,607","1,681",68745
68746,"37,455",533,68746
68747,"52,826",221,68747
68748,"49,701","3,380",68748
68749,"42,583",88,68749
68751,"43,036",67,68751
68752,"49,523",891,68752
68753,"32,000",128,68753
68755,"34,906",320,68755
68756,"36,664","2,149",68756
68757,"42,674",803,68757
68758,"49,359","1,303",68758
68759,"37,328",352,68759
68760,"38,098","1,360",68760
68761,"36,984",482,68761
68763,"39,006","5,104",68763
68764,"36,928",795,68764
68765,"42,758","1,490",68765
68766,"44,165",470,68766
68767,"52,280","3,225",68767
68768,"45,815",789,68768
68769,"41,676","2,075",68769
68770,"43,192","1,695",68770
68771,"44,687","1,761",68771
68773,"37,245",211,68773
68774,"39,265",365,68774
68776,"41,122","14,774",68776
68777,"35,635",931,68777
68778,"32,000",698,68778
68779,"48,511","2,477",68779
68780,"48,772","1,231",68780
68781,"44,633","1,624",68781
68783,"34,151","1,033",68783
68784,"42,375","2,182",68784
68785,"43,751",262,68785
68786,"37,430","1,125",68786
68787,"50,515","6,702",68787
68788,"44,394","5,472",68788
68789,"33,920",226,68789
68790,"43,859",859,68790
68791,"47,504","1,976",68791
68792,"39,265",454,68792
68801,"43,126","27,644",68801
68803,"48,336","20,086",68803
68810,"58,321","1,123",68810
68812,"54,269",802,68812
68813,"42,331",636,68813
68814,"43,734","1,064",68814
68815,"37,387",697,68815
68816,"50,829",211,68816
68817,"38,943",446,68817
68818,"50,002","5,321",68818
68820,"44,423",452,68820
68821,"39,000",194,68821
68822,"41,225","4,850",68822
68823,"38,119","2,327",68823
68824,"53,574","1,340",68824
68825,"44,836","1,097",68825
68826,"41,382","4,010",68826
68827,"46,645",807,68827
68828,"40,589",301,68828
68831,"44,941",845,68831
68832,"57,864","1,837",68832
68833,"39,581",330,68833
68834,"42,804",225,68834
68835,"44,925",605,68835
68836,"54,932","1,731",68836
68837,"36,579",117,68837
68838,"44,423",367,68838
68840,"49,762","2,818",68840
68841,"52,475",686,68841
68842,"41,181",771,68842
68843,"48,447",915,68843
68844,"41,218",233,68844
68845,"49,093","17,355",68845
68846,"48,447",361,68846
68847,"47,618","14,469",68847
68849,"30,154",550,68849
68850,"40,054","11,869",68850
68852,"38,631",563,68852
68853,"38,631","1,613",68853
68854,"51,001",787,68854
68855,"44,047",469,68855
68856,"42,431",630,68856
68858,"49,208",307,68858
68859,"36,579",575,68859
68860,"44,818",359,68860
68861,"56,341",117,68861
68862,"38,762","3,167",68862
68863,"42,583","1,213",68863
68864,"46,212","1,151",68864
68865,"52,475",964,68865
68866,"49,113",907,68866
68869,"48,287","2,285",68869
68870,"55,452",473,68870
68871,"38,631",278,68871
68872,"47,288",927,68872
68873,"44,901","3,170",68873
68874,"42,066","1,147",68874
68875,"41,181",664,68875
68876,"49,692","1,732",68876
68878,"42,348",474,68878
68879,"34,219",466,68879
68881,"42,066",85,68881
68882,"42,411",460,68882
68883,"54,685","2,347",68883
68901,"43,343","26,316",68901
68920,"44,656","1,547",68920
68922,"38,223","1,378",68922
68923,"51,972",130,68923
68924,"59,820","1,296",68924
68925,"56,667",495,68925
68926,"37,938",828,68926
68927,"51,121","1,275",68927
68928,"42,186",484,68928
68929,"37,558",213,68929
68930,"42,431","1,446",68930
68932,"38,431",540,68932
68933,"40,143","1,075",68933
68934,"38,635",215,68934
68935,"39,283",845,68935
68936,"38,500",293,68936
68937,"42,881","1,884",68937
68938,"39,771",693,68938
68939,"37,526","1,319",68939
68940,"51,972",562,68940
68941,"45,936",877,68941
68942,"35,640",532,68942
68943,"36,331",345,68943
68944,"47,660","1,341",68944
68945,"60,000",237,68945
68946,"37,938",73,68946
68947,"36,909",571,68947
68948,"38,306",371,68948
68949,"43,510","6,865",68949
68950,"56,667",362,68950
68952,"34,420",182,68952
68954,"47,450",101,68954
68955,"60,731","1,669",68955
68956,"60,924","1,232",68956
68957,"36,879",686,68957
68958,"51,665",687,68958
68959,"50,750","4,165",68959
68960,"37,558",218,68960
68961,"36,331",883,68961
68964,"36,331",149,68964
68966,"44,656",744,68966
68967,"39,939","1,252",68967
68969,"44,656",46,68969
68970,"34,569","1,525",68970
68971,"44,656",538,68971
68972,"37,558",301,68972
68973,"56,667",518,68973
68974,"36,331",280,68974
68975,"47,450",188,68975
68976,"41,442",315,68976
68977,"43,756",373,68977
68978,"62,789","2,521",68978
68979,"47,028","1,880",68979
68980,"50,222",410,68980
68981,"36,893",368,68981
68982,"53,517",744,68982
69001,"41,166","9,586",69001
69020,"47,297",486,69020
69021,"37,031","1,421",69021
69022,"39,104","1,670",69022
69023,"38,314",484,69023
69024,"36,358","1,221",69024
69025,"40,740","1,219",69025
69026,"47,297",241,69026
69027,"38,314",128,69027
69028,"42,643",860,69028
69029,"41,898",404,69029
69030,"37,077",447,69030
69032,"45,595",550,69032
69033,"38,314","2,542",69033
69034,"47,056","1,031",69034
69036,"47,297",129,69036
69037,"37,031",122,69037
69038,"42,493",571,69038
69039,"33,721",118,69039
69040,"38,559",681,69040
69041,"37,031",200,69041
69042,"42,009",61,69042
69043,"35,549",655,69043
69044,"35,549",850,69044
69045,"39,155","1,113",69045
69046,"37,938",269,69046
69101,"41,176","27,061",69101
69120,"42,197",969,69120
69121,"43,250",408,69121
69122,"37,554",683,69122
69125,"37,717",406,69125
69127,"43,316",771,69127
69128,"41,248",344,69128
69129,"37,148","1,458",69129
69130,"42,006","5,519",69130
69131,"54,359",589,69131
69132,"69,831",113,69132
69133,"42,010",447,69133
69134,"46,957",427,69134
69135,"38,214",81,69135
69138,"40,305","4,421",69138
69140,"47,000","1,866",69140
69141,"55,283",400,69141
69142,"48,250",133,69142
69143,"62,302","1,517",69143
69144,"43,316",216,69144
69145,"41,906","3,363",69145
69146,"43,314",373,69146
69147,"36,211",819,69147
69148,"33,902",263,69148
69149,"54,100",774,69149
69150,"47,000",596,69150
69152,"38,662",936,69152
69153,"43,123","6,119",69153
69154,"32,962","1,364",69154
69155,"43,316","1,082",69155
69156,"53,420",809,69156
69157,"39,000",40,69157
69161,"46,698",97,69161
69162,"48,956","7,380",69162
69163,"37,163",722,69163
69165,"60,011","1,656",69165
69166,"45,208",683,69166
69167,"50,625",438,69167
69168,"46,113",284,69168
69169,"66,663",658,69169
69170,"57,485",312,69170
69171,"55,481",32,69171
69201,"80,835","4,205",69201
69210,"28,048","2,795",69210
69211,"44,246",332,69211
69212,"71,823",288,69212
69214,"28,038",241,69214
69216,"68,797",261,69216
69217,"29,074",547,69217
69218,"43,972",265,69218
69219,"42,777",82,69219
69220,"39,742",49,69220
69221,"38,214",202,69221
69301,"46,448","10,734",69301
69331,"37,717",92,69331
69333,"37,810",256,69333
69334,"38,952","2,488",69334
69335,"31,719",69,69335
69336,"37,717","2,592",69336
69337,"32,821","7,001",69337
69339,"41,790","1,631",69339
69340,"31,719",141,69340
69341,"42,408","10,494",69341
69343,"40,172","2,917",69343
69345,"34,063",586,69345
69346,"42,386",664,69346
69347,"32,266","1,469",69347
69348,"48,361","1,857",69348
69350,"39,241",490,69350
69351,"32,103",233,69351
69352,"41,195",766,69352
69353,"48,929",31,69353
69354,"42,019",118,69354
69355,"48,929",140,69355
69356,"44,621","2,095",69356
69357,"46,702","3,949",69357
69358,"39,675","2,055",69358
69360,"31,796","1,513",69360
69361,"38,337","17,613",69361
69365,"31,719",47,69365
69366,"39,149",302,69366
69367,"41,759",258,69367
70001,"50,199","37,996",70001
70002,"62,045","18,879",70002
70003,"56,762","40,150",70003
70005,"60,031","24,339",70005
70006,"58,921","15,703",70006
70030,"53,848","4,585",70030
70031,"57,233","1,316",70031
70032,"43,072","3,635",70032
70036,"45,188","1,227",70036
70037,"66,811","15,590",70037
70038,"21,167",426,70038
70039,"41,970","2,460",70039
70041,"29,235","2,381",70041
70043,"42,930","16,760",70043
70047,"78,568","13,006",70047
70049,"29,088","2,481",70049
70050,"48,333",74,70050
70051,"45,078","2,518",70051
70052,"55,521","3,795",70052
70053,"34,573","16,499",70053
70056,"52,023","39,082",70056
70057,"61,396","4,719",70057
70058,"52,190","39,887",70058
70062,"36,169","17,095",70062
70065,"56,881","51,116",70065
70067,"43,899","2,757",70067
70068,"52,911","32,164",70068
70070,"70,172","12,471",70070
70071,"51,300","3,653",70071
70072,"46,291","56,344",70072
70075,"44,831","4,417",70075
70076,"45,078",292,70076
70079,"54,431","3,067",70079
70080,"55,083","1,556",70080
70083,"38,019","2,353",70083
70084,"40,406","7,552",70084
70085,"32,732","4,427",70085
70086,"39,299","1,969",70086
70087,"46,643","8,122",70087
70090,"53,984","7,671",70090
70091,"20,938",275,70091
70092,"37,746","6,651",70092
70094,"40,757","31,669",70094
70112,"28,621","3,655",70112
70113,"21,198","7,025",70113
70114,"34,356","22,870",70114
70115,"53,127","31,695",70115
70116,"36,252","11,507",70116
70117,"28,853","23,381",70117
70118,"44,149","33,008",70118
70119,"27,500","31,065",70119
70121,"42,184","12,029",70121
70122,"45,901","28,564",70122
70123,"62,081","26,475",70123
70124,"78,802","16,820",70124
70125,"47,605","14,479",70125
70126,"31,165","22,476",70126
70127,"33,153","20,471",70127
70128,"47,185","17,113",70128
70129,"28,954","9,062",70129
70130,"47,591","14,064",70130
70131,"60,101","29,915",70131
70301,"48,277","39,934",70301
70339,"48,632","6,033",70339
70340,"29,518",109,70340
70341,"37,354","4,449",70341
70342,"50,556","4,979",70342
70343,"60,555","5,504",70343
70344,"40,001","6,143",70344
70345,"50,401","9,754",70345
70346,"35,022","10,925",70346
70352,"39,156",205,70352
70353,"36,480","1,402",70353
70354,"44,113","4,931",70354
70355,"42,750","1,041",70355
70356,"39,780","2,484",70356
70357,"35,769","3,043",70357
70358,"55,363","1,296",70358
70359,"44,811","8,408",70359
70360,"69,766","26,429",70360
70363,"39,201","26,513",70363
70364,"49,983","30,503",70364
70372,"40,587","2,518",70372
70373,"41,534","7,141",70373
70374,"47,349","7,125",70374
70375,"42,750",125,70375
70377,"43,348","4,403",70377
70380,"44,658","22,928",70380
70390,"48,316","6,969",70390
70391,"44,231",202,70391
70392,"42,242","8,456",70392
70393,"44,231",774,70393
70394,"46,227","14,328",70394
70395,"59,496","4,658",70395
70397,"40,231","1,365",70397
70401,"40,381","20,415",70401
70402,"36,250","1,514",70402
70403,"42,599","26,011",70403
70420,"24,813","3,071",70420
70422,"32,806","13,797",70422
70426,"27,357","6,342",70426
70427,"29,752","20,033",70427
70431,"55,703","5,000",70431
70433,"61,309","31,133",70433
70435,"54,597","16,368",70435
70436,"29,867",629,70436
70437,"52,752","7,918",70437
70438,"34,613","18,540",70438
70441,"27,250","5,112",70441
70442,"46,692",277,70442
70443,"33,559","10,232",70443
70444,"21,503","7,242",70444
70445,"44,884","10,744",70445
70446,"46,712","5,877",70446
70447,"79,337","10,150",70447
70448,"79,586","24,851",70448
70449,"50,693","3,611",70449
70450,"31,828","2,884",70450
70451,"39,389",182,70451
70452,"38,049","9,131",70452
